aac-	aacA16.NG_052380.1	aac_6___Iaf.NG_047278.1	aac_6___Ip.NG_047307.2	aac_6___Iq.NG_047308.1
aac-_1	aacA57_2.NG_052083.1	aac_6___Ian.NG_047282.1	aac_6___Ian.NG_052170.1
aac-_2	aacA32.NG_052208.1	aac_6___32.NG_047266.1
aac-_3	aacA8.NG_052107.1	aac_6___31.NG_047265.1	aac_6___31.NG_052210.1	aac_6___31.NG_052214.1
aacA10	aacA10.NG_052119.1
blaNDM_-	blaNDM_1.NG_049326.1	blaNDM_10.NG_049327.1	blaNDM_11.NG_049328.1	blaNDM_12.NG_049329.1	blaNDM_13.NG_049330.1	blaNDM_14.NG_049331.1	blaNDM_15.NG_049332.1	blaNDM_16.NG_049333.1	blaNDM_17.NG_052662.1	blaNDM_18.NG_052866.1	blaNDM_19.NG_055498.1	blaNDM_2.NG_049334.1	blaNDM_20.NG_057455.1	blaNDM_21.NG_055664.1	blaNDM_22.NG_057612.1	blaNDM_23.NG_060570.1	blaNDM_24.NG_060571.1	blaNDM_25.NG_066711.1	blaNDM_26.NG_067144.1	blaNDM_27.NG_062358.1	blaNDM_28.NG_064729.1	blaNDM_29.NG_067145.1	blaNDM_3.NG_049335.1	blaNDM_30.NG_071206.1	blaNDM_31.NG_071207.1	blaNDM_4.NG_049336.1	blaNDM_5.NG_049337.1	blaNDM_6.NG_049338.1	blaNDM_7.NG_049339.1	blaNDM_8.NG_049340.1	blaNDM_9.NG_049341.1
blaOCH-	blaOCH.NG_047527.1	blaOCH_1.NG_049344.1	blaOCH_2.NG_049345.1	blaOCH_3.NG_049346.1	blaOCH_4.NG_049347.1	blaOCH_5.NG_049348.1	blaOCH_6.NG_049349.1	blaOCH_7.NG_049350.1	blaOCH_8.NG_049351.1
blaOKP_-	blaOKP_A_1.NG_049353.1	blaOKP_A_10.NG_049354.1	blaOKP_A_11.NG_049355.1	blaOKP_A_12.NG_049356.1	blaOKP_A_13.NG_049357.1	blaOKP_A_14.NG_049358.1	blaOKP_A_15.NG_049359.1	blaOKP_A_16.NG_049360.1	blaOKP_A_17.NG_049361.1	blaOKP_A_2.NG_049362.1	blaOKP_A_3.NG_049363.1	blaOKP_A_4.NG_049364.1	blaOKP_A_5.NG_049365.1	blaOKP_A_6.NG_049366.1	blaOKP_A_7.NG_049367.1	blaOKP_A_8.NG_049368.1	blaOKP_A_9.NG_049369.1	blaOKP_B.NG_047528.1	blaOKP_B_1.NG_049370.1	blaOKP_B_10.NG_049371.1	blaOKP_B_11.NG_049372.1	blaOKP_B_13.NG_049373.1	blaOKP_B_16.NG_067146.1	blaOKP_B_17.NG_049374.1	blaOKP_B_18.NG_049375.1	blaOKP_B_19.NG_049376.1	blaOKP_B_2.NG_049377.1	blaOKP_B_20.NG_049378.1	blaOKP_B_21.NG_067147.1	blaOKP_B_22.NG_067148.1	blaOKP_B_23.NG_050606.1	blaOKP_B_24.NG_067149.1	blaOKP_B_3.NG_049379.1	blaOKP_B_34.NG_067150.1	blaOKP_B_36.NG_067151.1	blaOKP_B_4.NG_049380.1	blaOKP_B_40.NG_067152.1	blaOKP_B_41.NG_067153.1	blaOKP_B_45.NG_067154.1	blaOKP_B_5.NG_049381.1	blaOKP_B_6.NG_049382.1	blaOKP_B_7.NG_049383.1	blaOKP_B_8.NG_049384.1	blaOKP_B_9.NG_049385.1
blaORR_1	blaORR_1.NG_059317.1
blaOXA_-	blaOXA_55.NG_049795.1	blaOXA_729.NG_061383.1
blaOXA_-_1	blaOXA_151.NG_049450.1	blaOXA_152.NG_049451.1	blaOXA_62.NG_049802.1
blaOXA_-_10	blaOXA_1.NG_049392.1	blaOXA_224.NG_049520.1	blaOXA_31.NG_049605.1	blaOXA_320.NG_049613.1	blaOXA_392.NG_064747.1	blaOXA_4.NG_049688.1	blaOXA_47.NG_049751.1	blaOXA_534.NG_051517.1	blaOXA_675.NG_062270.1	blaOXA_796.NG_064754.1	blaOXA_921.NG_070184.1
blaOXA_-_11	blaOXA_228.NG_049523.1	blaOXA_229.NG_049524.1	blaOXA_230.NG_049526.1	blaOXA_257.NG_049552.1	blaOXA_300.NG_049596.1	blaOXA_301.NG_049597.1	blaOXA_355.NG_049648.1	blaOXA_356.NG_049649.1	blaOXA_418.NG_049706.1	blaOXA_895.NG_067157.1	blaOXA_930.NG_070785.1	blaOXA_931.NG_070786.1
blaOXA_-_12	blaOXA_235.NG_049530.1	blaOXA_236.NG_049531.1	blaOXA_237.NG_049532.1	blaOXA_276.NG_049573.1	blaOXA_277.NG_049574.1	blaOXA_278.NG_049575.1	blaOXA_360.NG_049653.1	blaOXA_537.NG_051752.1
blaOXA_-_13	blaOXA_141.NG_049439.1	blaOXA_15.NG_049448.1	blaOXA_161.NG_049460.1	blaOXA_2.NG_049496.1	blaOXA_21.NG_049508.1	blaOXA_210.NG_049509.1	blaOXA_226.NG_049522.1	blaOXA_3.NG_049595.1	blaOXA_32.NG_049612.1	blaOXA_415.NG_049703.1	blaOXA_539.NG_052064.1	blaOXA_540.NG_052174.1	blaOXA_541.NG_052519.1	blaOXA_543.NG_068179.1	blaOXA_544.NG_068180.1	blaOXA_681.NG_062301.1	blaOXA_737.NG_062269.1	blaOXA_838.NG_066511.1
blaOXA_-_14	blaOXA_679.NG_062355.1	blaOXA_730.NG_061623.1
blaOXA_-_15	blaOXA_114a.NG_049407.1	blaOXA_114b.NG_049408.1	blaOXA_114c.NG_049409.1	blaOXA_114d.NG_049410.1	blaOXA_114e.NG_049411.1	blaOXA_114f.NG_049412.1	blaOXA_114g.NG_049413.1	blaOXA_114h.NG_064730.1	blaOXA_114i.NG_064731.1	blaOXA_114j.NG_064732.1	blaOXA_114k.NG_064733.1	blaOXA_114l.NG_064734.1	blaOXA_114m.NG_064735.1	blaOXA_114n.NG_064736.1	blaOXA_114p.NG_064737.1	blaOXA_114q.NG_064738.1	blaOXA_114r.NG_064739.1	blaOXA_114s.NG_064740.1	blaOXA_114t.NG_064741.1	blaOXA_114u.NG_064742.1	blaOXA_114v.NG_064743.1	blaOXA_114w.NG_064744.1	blaOXA_114x.NG_064745.1	blaOXA_839.NG_066512.1
blaOXA_-_16	blaOXA_139.NG_049438.1	blaOXA_160.NG_049459.1	blaOXA_207.NG_049505.1	blaOXA_24.NG_049534.1	blaOXA_25.NG_049545.1	blaOXA_26.NG_049555.1	blaOXA_437.NG_049723.1	blaOXA_653.NG_057615.1	blaOXA_72.NG_049813.1	blaOXA_897.NG_068017.1
blaOXA_-_17	blaOXA_143.NG_049441.1	blaOXA_182.NG_049483.1	blaOXA_231.NG_049527.1	blaOXA_253.NG_049548.1	blaOXA_255.NG_049550.1	blaOXA_499.NG_049775.1	blaOXA_649.NG_057485.1	blaOXA_825.NG_065436.1
blaOXA_-_18	blaOXA_214.NG_049513.1	blaOXA_215.NG_049514.1	blaOXA_264.NG_049560.1	blaOXA_265.NG_049561.1	blaOXA_575.NG_056415.1	blaOXA_845.NG_066518.1	blaOXA_936.NG_071208.1
blaOXA_-_19	blaOXA_243.NG_049538.1	blaOXA_364.NG_049657.1	blaOXA_455.NG_049741.1	blaOXA_457.NG_049742.1	blaOXA_458.NG_049743.1	blaOXA_459.NG_049744.1	blaOXA_513.NG_049790.1	blaOXA_787.NG_064748.1	blaOXA_789.NG_064750.1
blaOXA_-_2	blaOXA_296.NG_049591.1	blaOXA_666.NG_062232.1
blaOXA_-_20	blaOXA_211.NG_049510.1	blaOXA_212.NG_049511.1	blaOXA_280.NG_049578.1	blaOXA_281.NG_049579.1	blaOXA_309.NG_049604.1	blaOXA_333.NG_049625.1	blaOXA_334.NG_049626.1	blaOXA_373.NG_049664.1	blaOXA_498.NG_068178.1	blaOXA_643.NG_065429.1	blaOXA_644.NG_065430.1	blaOXA_645.NG_065431.1	blaOXA_650.NG_065435.1	blaOXA_651.NG_059326.1	blaOXA_652.NG_059327.1	blaOXA_662.NG_061398.1
blaOXA_-_21	blaOXA_100.NG_049394.1	blaOXA_104.NG_049397.1	blaOXA_106.NG_049398.1	blaOXA_107.NG_049399.1	blaOXA_108.NG_049400.1	blaOXA_109.NG_049401.1	blaOXA_110.NG_049403.1	blaOXA_111.NG_049404.1	blaOXA_112.NG_049405.1	blaOXA_113.NG_049406.1	blaOXA_115.NG_049414.1	blaOXA_117.NG_049415.1	blaOXA_120.NG_049419.1	blaOXA_121.NG_049420.1	blaOXA_122.NG_049421.1	blaOXA_123.NG_049422.1	blaOXA_124.NG_049423.1	blaOXA_125.NG_049424.1	blaOXA_126.NG_049425.1	blaOXA_127.NG_049426.1	blaOXA_128.NG_049427.1	blaOXA_130.NG_049430.1	blaOXA_131.NG_049431.1	blaOXA_132.NG_049432.1	blaOXA_138.NG_049437.1	blaOXA_144.NG_049442.1	blaOXA_148.NG_049446.1	blaOXA_149.NG_049447.1	blaOXA_150.NG_049449.1	blaOXA_172.NG_049472.1	blaOXA_173.NG_049473.1	blaOXA_174.NG_049474.1	blaOXA_175.NG_049475.1	blaOXA_176.NG_049476.1	blaOXA_177.NG_049477.1	blaOXA_178.NG_049478.1	blaOXA_179.NG_049479.1	blaOXA_180.NG_049481.1	blaOXA_194.NG_049490.1	blaOXA_195.NG_049491.1	blaOXA_196.NG_049492.1	blaOXA_197.NG_049493.1	blaOXA_200.NG_049498.1	blaOXA_201.NG_049499.1	blaOXA_202.NG_049500.1	blaOXA_203.NG_049501.1	blaOXA_206.NG_049504.1	blaOXA_208.NG_049506.1	blaOXA_216.NG_049515.1	blaOXA_217.NG_049516.1	blaOXA_219.NG_049517.1	blaOXA_223.NG_049519.1	blaOXA_234.NG_050607.1	blaOXA_241.NG_049536.1	blaOXA_242.NG_049537.1	blaOXA_248.NG_049543.1	blaOXA_249.NG_049544.1	blaOXA_250.NG_049546.1	blaOXA_254.NG_049549.1	blaOXA_259.NG_049554.1	blaOXA_260.NG_049556.1	blaOXA_261.NG_049557.1	blaOXA_262.NG_049558.1	blaOXA_263.NG_049559.1	blaOXA_312.NG_049606.1	blaOXA_313.NG_049607.1	blaOXA_314.NG_049608.1	blaOXA_315.NG_049609.1	blaOXA_316.NG_049610.1	blaOXA_317.NG_049611.1	blaOXA_336.NG_049628.1	blaOXA_337.NG_049629.1	blaOXA_338.NG_049630.1	blaOXA_339.NG_049631.1	blaOXA_340.NG_049632.1	blaOXA_341.NG_049633.1	blaOXA_342.NG_049634.1	blaOXA_343.NG_049635.1	blaOXA_344.NG_049636.1	blaOXA_345.NG_049637.1	blaOXA_346.NG_049638.1	blaOXA_365.NG_049658.1	blaOXA_371.NG_049662.1	blaOXA_374.NG_049665.1	blaOXA_375.NG_049666.1	blaOXA_376.NG_049667.1	blaOXA_377.NG_049668.1	blaOXA_378.NG_049669.1	blaOXA_379.NG_049670.1	blaOXA_380.NG_049671.1	blaOXA_381.NG_049672.1	blaOXA_382.NG_049673.1	blaOXA_383.NG_049674.1	blaOXA_384.NG_049675.1	blaOXA_385.NG_049676.1	blaOXA_386.NG_049677.1	blaOXA_387.NG_049678.1	blaOXA_388.NG_049679.1	blaOXA_389.NG_049680.1	blaOXA_390.NG_049681.1	blaOXA_391.NG_049682.1	blaOXA_400.NG_049689.1	blaOXA_401.NG_049690.1	blaOXA_402.NG_049691.1	blaOXA_403.NG_049692.1	blaOXA_404.NG_049693.1	blaOXA_406.NG_049695.1	blaOXA_407.NG_049696.1	blaOXA_408.NG_049697.1	blaOXA_409.NG_049698.1	blaOXA_411.NG_049699.1	blaOXA_412.NG_049700.1	blaOXA_413.NG_049701.1	blaOXA_414.NG_049702.1	blaOXA_424.NG_049712.1	blaOXA_425.NG_049713.1	blaOXA_426.NG_049714.1	blaOXA_429.NG_049715.1	blaOXA_430.NG_049717.1	blaOXA_431.NG_049718.1	blaOXA_432.NG_049719.1	blaOXA_433.NG_049720.1	blaOXA_441.NG_049727.1	blaOXA_442.NG_049728.1	blaOXA_480.NG_049763.1	blaOXA_497.NG_049774.1	blaOXA_507.NG_049785.1	blaOXA_508.NG_049786.1	blaOXA_509.NG_049787.1	blaOXA_51.NG_049788.1	blaOXA_510.NG_051470.1	blaOXA_511.NG_051471.1	blaOXA_516.NG_049791.1	blaOXA_521.NG_051168.1	blaOXA_523.NG_051473.1	blaOXA_524.NG_051474.1	blaOXA_525.NG_051475.1	blaOXA_528.NG_051478.1	blaOXA_529.NG_051479.1	blaOXA_530.NG_051480.1	blaOXA_531.NG_051481.1	blaOXA_532.NG_051482.1	blaOXA_536.NG_051751.1	blaOXA_545.NG_054692.1	blaOXA_554.NG_054698.1	blaOXA_555.NG_054699.1	blaOXA_556.NG_054700.1	blaOXA_557.NG_054701.1	blaOXA_558.NG_054702.1	blaOXA_559.NG_054703.1	blaOXA_560.NG_054704.1	blaOXA_561.NG_054705.1	blaOXA_562.NG_054706.1	blaOXA_64.NG_049804.1	blaOXA_65.NG_049805.1	blaOXA_654.NG_057616.1	blaOXA_66.NG_049806.1	blaOXA_67.NG_049807.1	blaOXA_68.NG_049808.1	blaOXA_680.NG_062277.1	blaOXA_682.NG_062304.1	blaOXA_683.NG_062305.1	blaOXA_684.NG_062306.1	blaOXA_685.NG_062307.1	blaOXA_686.NG_062308.1	blaOXA_687.NG_062309.1	blaOXA_688.NG_062310.1	blaOXA_689.NG_062311.1	blaOXA_69.NG_049809.1	blaOXA_690.NG_062312.1	blaOXA_691.NG_062313.1	blaOXA_692.NG_062314.1	blaOXA_693.NG_062315.1	blaOXA_694.NG_062316.1	blaOXA_695.NG_062317.1	blaOXA_696.NG_062318.1	blaOXA_697.NG_062319.1	blaOXA_698.NG_062320.1	blaOXA_699.NG_062321.1	blaOXA_70.NG_049811.1	blaOXA_700.NG_062322.1	blaOXA_701.NG_062323.1	blaOXA_702.NG_062324.1	blaOXA_703.NG_062325.1	blaOXA_704.NG_062326.1	blaOXA_705.NG_062327.1	blaOXA_706.NG_062328.1	blaOXA_707.NG_062329.1	blaOXA_708.NG_062336.1	blaOXA_709.NG_062337.1	blaOXA_71.NG_049812.1	blaOXA_710.NG_062338.1	blaOXA_711.NG_062339.1	blaOXA_712.NG_062340.1	blaOXA_713.NG_062341.1	blaOXA_714.NG_062342.1	blaOXA_715.NG_062343.1	blaOXA_716.NG_062344.1	blaOXA_717.NG_062345.1	blaOXA_718.NG_062330.1	blaOXA_719.NG_062331.1	blaOXA_720.NG_062332.1	blaOXA_721.NG_062333.1	blaOXA_722.NG_062334.1	blaOXA_723.NG_062335.1	blaOXA_733.NG_062257.1	blaOXA_734.NG_062266.1	blaOXA_735.NG_062267.1	blaOXA_738.NG_063842.1	blaOXA_739.NG_063843.1	blaOXA_740.NG_063844.1	blaOXA_741.NG_063845.1	blaOXA_742.NG_063846.1	blaOXA_743.NG_063847.1	blaOXA_744.NG_063848.1	blaOXA_745.NG_063849.1	blaOXA_746.NG_063850.1	blaOXA_747.NG_063851.1	blaOXA_748.NG_063852.1	blaOXA_749.NG_063853.1	blaOXA_75.NG_049816.1	blaOXA_750.NG_063854.1	blaOXA_751.NG_063855.1	blaOXA_752.NG_063856.1	blaOXA_753.NG_063857.1	blaOXA_754.NG_063858.1	blaOXA_755.NG_063859.1	blaOXA_756.NG_063860.1	blaOXA_757.NG_063861.1	blaOXA_758.NG_063862.1	blaOXA_759.NG_063863.1	blaOXA_76.NG_049817.1	blaOXA_760.NG_063864.1	blaOXA_761.NG_063865.1	blaOXA_762.NG_063866.1	blaOXA_763.NG_063867.1	blaOXA_764.NG_063868.1	blaOXA_765.NG_063869.1	blaOXA_766.NG_063870.1	blaOXA_767.NG_063871.1	blaOXA_768.NG_063872.1	blaOXA_769.NG_063873.1	blaOXA_77.NG_049818.1	blaOXA_770.NG_063874.1	blaOXA_771.NG_063875.1	blaOXA_772.NG_063876.1	blaOXA_773.NG_063877.1	blaOXA_774.NG_063878.1	blaOXA_775.NG_063879.1	blaOXA_776.NG_063880.1	blaOXA_78.NG_049819.1	blaOXA_781.NG_063882.1	blaOXA_782.NG_063883.1	blaOXA_79.NG_049820.1	blaOXA_797.NG_064755.1	blaOXA_798.NG_064756.1	blaOXA_799.NG_064757.1	blaOXA_80.NG_049821.1	blaOXA_800.NG_064758.1	blaOXA_82.NG_049822.1	blaOXA_828.NG_065439.1	blaOXA_829.NG_065440.1	blaOXA_83.NG_049823.1	blaOXA_831.NG_065441.1	blaOXA_834.NG_065444.1	blaOXA_84.NG_049824.1	blaOXA_852.NG_066714.1	blaOXA_853.NG_066715.1	blaOXA_854.NG_066716.1	blaOXA_855.NG_066717.1	blaOXA_856.NG_066718.1	blaOXA_857.NG_066719.1	blaOXA_858.NG_066720.1	blaOXA_859.NG_066721.1	blaOXA_86.NG_049826.1	blaOXA_860.NG_066722.1	blaOXA_861.NG_066723.1	blaOXA_862.NG_066724.1	blaOXA_863.NG_066725.1	blaOXA_864.NG_066726.1	blaOXA_865.NG_066727.1	blaOXA_866.NG_066728.1	blaOXA_867.NG_066729.1	blaOXA_868.NG_066730.1	blaOXA_869.NG_066731.1	blaOXA_87.NG_049827.1	blaOXA_870.NG_066732.1	blaOXA_871.NG_066733.1	blaOXA_872.NG_066734.1	blaOXA_873.NG_066735.1	blaOXA_874.NG_066736.1	blaOXA_875.NG_066737.1	blaOXA_876.NG_066738.1	blaOXA_877.NG_066739.1	blaOXA_878.NG_066740.1	blaOXA_879.NG_066741.1	blaOXA_88.NG_049828.1	blaOXA_880.NG_066742.1	blaOXA_881.NG_066743.1	blaOXA_882.NG_066744.1	blaOXA_883.NG_066745.1	blaOXA_884.NG_066746.1	blaOXA_885.NG_066747.1	blaOXA_886.NG_066748.1	blaOXA_887.NG_066749.1	blaOXA_888.NG_066750.1	blaOXA_889.NG_066751.1	blaOXA_89.NG_049829.1	blaOXA_890.NG_066752.1	blaOXA_891.NG_066753.1	blaOXA_892.NG_066754.1	blaOXA_90.NG_049831.1	blaOXA_909.NG_068181.1	blaOXA_91.NG_049832.1	blaOXA_910.NG_068028.1	blaOXA_916.NG_068510.1	blaOXA_92.NG_049833.1	blaOXA_93.NG_049834.1	blaOXA_938.NG_071210.1	blaOXA_939.NG_071211.1	blaOXA_94.NG_049835.1	blaOXA_940.NG_071212.1	blaOXA_95.NG_049836.1	blaOXA_98.NG_049839.1	blaOXA_99.NG_049840.1
blaOXA_-_22	blaOXA_443.NG_049729.1	blaOXA_572.NG_056181.1
blaOXA_-_23	blaOXA_193.NG_049489.1	blaOXA_450.NG_049736.1	blaOXA_451.NG_049737.1	blaOXA_452.NG_049738.1	blaOXA_453.NG_049739.1	blaOXA_460.NG_049746.1	blaOXA_461.NG_049747.1	blaOXA_489.NG_049769.1	blaOXA_577.NG_057525.1	blaOXA_578.NG_057512.1	blaOXA_579.NG_057514.1	blaOXA_580.NG_057516.1	blaOXA_581.NG_057517.1	blaOXA_582.NG_057541.1	blaOXA_583.NG_057519.1	blaOXA_584.NG_057522.1	blaOXA_585.NG_057523.1	blaOXA_586.NG_057524.1	blaOXA_587.NG_057526.1	blaOXA_588.NG_057529.1	blaOXA_589.NG_057530.1	blaOXA_590.NG_057537.1	blaOXA_591.NG_057511.1	blaOXA_592.NG_057515.1	blaOXA_593.NG_057531.1	blaOXA_594.NG_057508.1	blaOXA_595.NG_057513.1	blaOXA_596.NG_057527.1	blaOXA_597.NG_057520.1	blaOXA_598.NG_057535.1	blaOXA_599.NG_057532.1	blaOXA_600.NG_057528.1	blaOXA_601.NG_057521.1	blaOXA_602.NG_057539.1	blaOXA_603.NG_057507.1	blaOXA_604.NG_057538.1	blaOXA_605.NG_057542.1	blaOXA_606.NG_057540.1	blaOXA_607.NG_057536.1	blaOXA_608.NG_057509.1	blaOXA_609.NG_057518.1	blaOXA_61.NG_049801.1	blaOXA_610.NG_057533.1	blaOXA_611.NG_057510.1	blaOXA_612.NG_057534.1	blaOXA_659.NG_061400.1	blaOXA_784.NG_063885.1	blaOXA_786.NG_063887.1
blaOXA_-_24	blaOXA_22.NG_049518.1	blaOXA_899.NG_068019.1
blaOXA_-_25	blaOXA_103.NG_049396.1	blaOXA_133.NG_049433.1	blaOXA_146.NG_049444.1	blaOXA_165.NG_049464.1	blaOXA_166.NG_049465.1	blaOXA_167.NG_049466.1	blaOXA_168.NG_049467.1	blaOXA_169.NG_049468.1	blaOXA_170.NG_049470.1	blaOXA_171.NG_049471.1	blaOXA_225.NG_049521.1	blaOXA_23.NG_049525.1	blaOXA_239.NG_049533.1	blaOXA_27.NG_049566.1	blaOXA_366.NG_049659.1	blaOXA_398.NG_049687.1	blaOXA_422.NG_049710.1	blaOXA_423.NG_049711.1	blaOXA_435.NG_049721.1	blaOXA_440.NG_049726.1	blaOXA_482.NG_049764.1	blaOXA_483.NG_049765.1	blaOXA_49.NG_049770.1	blaOXA_565.NG_054712.1	blaOXA_657.NG_060565.1	blaOXA_73.NG_049814.1	blaOXA_806.NG_064764.1	blaOXA_807.NG_064765.1	blaOXA_808.NG_064766.1	blaOXA_809.NG_064767.1	blaOXA_810.NG_064768.1	blaOXA_811.NG_064769.1	blaOXA_812.NG_064770.1	blaOXA_813.NG_064771.1	blaOXA_814.NG_064772.1	blaOXA_815.NG_064773.1	blaOXA_816.NG_064774.1	blaOXA_817.NG_064775.1	blaOXA_818.NG_064776.1	blaOXA_893.NG_070898.1	blaOXA_911.NG_068182.1
blaOXA_-_26	blaOXA_258.NG_049553.1	blaOXA_925.NG_070187.1
blaOXA_-_27	blaOXA_896.NG_067158.1	blaOXA_9.NG_049830.1
blaOXA_-_28	blaOXA_213.NG_049512.1	blaOXA_267.NG_049563.1	blaOXA_268.NG_049564.1	blaOXA_269.NG_049565.1	blaOXA_304.NG_049600.1	blaOXA_322.NG_049614.1	blaOXA_323.NG_049615.1	blaOXA_324.NG_049616.1	blaOXA_325.NG_049617.1	blaOXA_326.NG_049618.1	blaOXA_327.NG_049619.1	blaOXA_328.NG_049620.1	blaOXA_329.NG_049621.1	blaOXA_330.NG_049622.1	blaOXA_331.NG_049623.1	blaOXA_332.NG_049624.1	blaOXA_348.NG_049640.1	blaOXA_349.NG_049641.1	blaOXA_350.NG_049643.1	blaOXA_351.NG_049644.1	blaOXA_352.NG_049645.1	blaOXA_353.NG_049646.1	blaOXA_354.NG_049647.1	blaOXA_357.NG_049650.1	blaOXA_358.NG_049651.1	blaOXA_359.NG_049652.1	blaOXA_805.NG_064763.1	blaOXA_822.NG_066712.1	blaOXA_844.NG_066517.1
blaOXA_-_29	blaOXA_270.NG_049567.1	blaOXA_271.NG_049568.1	blaOXA_678.NG_062273.1	blaOXA_801.NG_064759.1	blaOXA_802.NG_064760.1	blaOXA_819.NG_064777.1	blaOXA_841.NG_066514.1	blaOXA_843.NG_066516.1
blaOXA_-_3	blaOXA_274.NG_049571.1	blaOXA_275.NG_049572.1	blaOXA_667.NG_062225.1	blaOXA_668.NG_062224.1	blaOXA_669.NG_062227.1
blaOXA_-_30	blaOXA_272.NG_049569.1	blaOXA_273.NG_049570.1	blaOXA_417.NG_049705.1	blaOXA_421.NG_049709.1	blaOXA_500.NG_049778.1	blaOXA_501.NG_049779.1	blaOXA_502.NG_049780.1	blaOXA_503.NG_049781.1	blaOXA_506.NG_049784.1	blaOXA_522.NG_051472.1	blaOXA_526.NG_051476.1	blaOXA_533.NG_051483.1	blaOXA_563.NG_054707.1	blaOXA_564.NG_054708.1	blaOXA_642.NG_057487.1	blaOXA_777.NG_062346.1	blaOXA_778.NG_062347.1	blaOXA_803.NG_064761.1	blaOXA_804.NG_064762.1	blaOXA_820.NG_064778.1	blaOXA_821.NG_064779.1	blaOXA_826.NG_065437.1	blaOXA_832.NG_065442.1	blaOXA_840.NG_066513.1	blaOXA_842.NG_066515.1	blaOXA_941.NG_071213.1	blaOXA_942.NG_071214.1	blaOXA_943.NG_071215.1
blaOXA_-_31	blaOXA_444.NG_049730.1	blaOXA_571.NG_056180.1
blaOXA_-_32	blaOXA_136.NG_049435.1	blaOXA_137.NG_049436.1	blaOXA_192.NG_049488.1	blaOXA_470.NG_049752.1	blaOXA_471.NG_049753.1	blaOXA_472.NG_049754.1	blaOXA_473.NG_049755.1	blaOXA_474.NG_049756.1	blaOXA_475.NG_049757.1	blaOXA_476.NG_049758.1	blaOXA_477.NG_049759.1	blaOXA_478.NG_049760.1	blaOXA_479.NG_049761.1	blaOXA_63.NG_049803.1
blaOXA_-_33	blaOXA_42.NG_049707.1	blaOXA_43.NG_049716.1	blaOXA_57.NG_049797.1	blaOXA_59.NG_049799.1
blaOXA_-_34	blaOXA_10.NG_049393.1	blaOXA_101.NG_049395.1	blaOXA_11.NG_049402.1	blaOXA_13.NG_049429.1	blaOXA_14.NG_050656.1	blaOXA_142.NG_049440.1	blaOXA_145.NG_049443.1	blaOXA_147.NG_049445.1	blaOXA_17.NG_049469.1	blaOXA_183.NG_049484.1	blaOXA_19.NG_049487.1	blaOXA_233.NG_049529.1	blaOXA_240.NG_049535.1	blaOXA_246.NG_049541.1	blaOXA_251.NG_049547.1	blaOXA_256.NG_049551.1	blaOXA_28.NG_049577.1	blaOXA_35.NG_049642.1	blaOXA_368.NG_055653.1	blaOXA_454.NG_049740.1	blaOXA_520.NG_050979.1	blaOXA_56.NG_049796.1	blaOXA_655.NG_062252.1	blaOXA_656.NG_062253.1	blaOXA_663.NG_061386.1	blaOXA_676.NG_062271.1	blaOXA_677.NG_062272.1	blaOXA_7.NG_049810.1	blaOXA_736.NG_062268.1	blaOXA_74.NG_049815.1	blaOXA_794.NG_064752.1	blaOXA_795.NG_064753.1	blaOXA_823.NG_064780.1	blaOXA_824.NG_064781.1	blaOXA_827.NG_065438.1	blaOXA_836.NG_065881.1	blaOXA_932.NG_070899.1	blaOXA_935.NG_070900.1
blaOXA_-_35	blaOXA_129.NG_049428.1	blaOXA_5.NG_049776.1
blaOXA_-_36	blaOXA_118.NG_049416.1	blaOXA_119.NG_064746.1	blaOXA_205.NG_049503.1	blaOXA_46.NG_049745.1	blaOXA_779.NG_062354.1	blaOXA_835.NG_065880.1
blaOXA_-_37	blaOXA_20.NG_049497.1	blaOXA_37.NG_049660.1
blaOXA_-_38	blaOXA_162.NG_049461.1	blaOXA_163.NG_049462.1	blaOXA_181.NG_049482.1	blaOXA_199.NG_049495.1	blaOXA_204.NG_049502.1	blaOXA_232.NG_049528.1	blaOXA_244.NG_049539.1	blaOXA_245.NG_049540.1	blaOXA_247.NG_049542.1	blaOXA_252.NG_066509.1	blaOXA_370.NG_049661.1	blaOXA_405.NG_049694.1	blaOXA_416.NG_049704.1	blaOXA_438.NG_049724.1	blaOXA_439.NG_049725.1	blaOXA_48.NG_049762.1	blaOXA_484.NG_049766.1	blaOXA_505.NG_049783.1	blaOXA_514.NG_055475.1	blaOXA_515.NG_055476.1	blaOXA_517.NG_054666.1	blaOXA_519.NG_055490.1	blaOXA_538.NG_052051.1	blaOXA_546.NG_054959.1	blaOXA_547.NG_054693.1	blaOXA_566.NG_055499.1	blaOXA_567.NG_055666.1	blaOXA_788.NG_064749.1	blaOXA_793.NG_064751.1	blaOXA_833.NG_065443.1	blaOXA_894.NG_066755.1	blaOXA_918.NG_070182.1	blaOXA_920.NG_070183.1	blaOXA_922.NG_070747.1	blaOXA_923.NG_070185.1	blaOXA_924.NG_070186.1	blaOXA_929.NG_070750.1
blaOXA_-_39	blaOXA_436.NG_049722.1	blaOXA_535.NG_056053.1
blaOXA_-_4	blaOXA_164.NG_049463.1	blaOXA_397.NG_049686.1	blaOXA_420.NG_049708.1	blaOXA_512.NG_049789.1	blaOXA_58.NG_049798.1	blaOXA_96.NG_049837.1	blaOXA_97.NG_049838.1
blaOXA_-_40	blaOXA_427.NG_055581.1	blaOXA_917.NG_070181.1
blaOXA_-_41	blaOXA_504.NG_049782.1	blaOXA_780.NG_063881.1
